RA,DEC,P(S),Fpeak,Fin,RMS,Maj,Min,PA,Maj,Min,PA,Field
8 37 46.844,63 38 19.87,0.877,1.05,2.69,0.146,12.62,0.8,35.7,13.72,5.46,35.7,08360+63285M
17 8 48.317,63 38 19.28,0.014,3.15,6.27,0.136,7.57,3.12,105.5,9.3,6.24,105.5,17060+63285J
12 16 25.339,63 38 19.13,0.014,2.52,2.26,0.155,1.92,0,0.3,5.73,4.58,0.3,12180+63285J
15 59 41.774,63 38 19.08,0.014,1.22,2.88,0.146,8.31,4.32,105.3,9.91,6.92,105.3,16000+63285J
16 10 32.938,63 38 19.01,0.014,5.69,6.59,0.146,2.73,1.41,95.8,6.05,5.58,95.8,16120+63285J
15 31 24.535,63 38 18.94,0.014,147.63,150.26,0.148,0.94,0.41,45.9,5.48,5.42,45.9,15300+63285J
16 27 54.682,63 38 18.89,0.014,86.6,93.34,0.139,1.68,1.31,150.3,5.66,5.56,150.3,16300+63285J
12 6 17.032,63 38 18.62,0.014,4.34,5.4,0.255,3.29,1.95,142.8,6.32,5.74,142.8,12060+63285J
17 12 14.892,63 38 17.98,0.105,1.3,2.81,0.148,8.37,3.28,166.3,9.96,6.32,166.3,17120+63285J
12 9 46.816,63 38 17.68,0.014,4.24,4.17,0.139,1.41,0,16.2,5.58,5.14,16.2,12120+63285J
11 1 47.51,63 38 17.41,0.014,1.6,1.4,0.14,0,0,90,5.06,5.05,90,11000+63285J
8 2 22.812,63 38 16.5,0.102,2.15,1.83,0.222,0,0,40.9,5.31,4.68,40.9,08000+63285M
12 57 36.79,63 38 16.16,0.014,36.23,59.01,0.139,6.19,2.07,92.4,8.21,5.78,92.4,13000+63285J
15 59 40.554,63 38 16.01,0.014,3.51,4.23,0.146,3.45,0.98,161.2,6.41,5.49,161.2,16000+63285J
16 21 56.871,63 38 14.98,0.014,2.53,2.69,0.139,2.35,0,55.2,5.89,5.27,55.2,16240+63285J
17 8 50.525,63 38 14.83,0.014,21.6,24.4,0.134,2.31,1.52,112.2,5.87,5.61,112.2,17060+63285J
14 24 6.789,63 38 14.19,0.014,2.36,1.91,0.145,0,0,32.1,5.14,4.58,32.1,14240+63285J
7 56 45.59,63 38 14.02,0.014,1.71,1.59,0.161,2.67,0,160.6,6.02,4.49,160.6,07540+63285M
10 54 28.097,63 38 13.63,0.014,2.92,4.22,0.147,4.47,2.66,168.2,7.01,6.02,168.2,10540+63285J
11 15 59.495,63 38 13.43,0.014,4.16,4.23,0.14,2.03,0,5.4,5.77,5.15,5.4,11180+63285J
11 23 0.906,63 38 13.38,0.014,5.91,6.35,0.147,3.01,0,143.9,6.18,5.06,143.9,11240+63285J
16 33 46.567,63 38 13.11,0.271,1.07,1.32,0.143,3.95,0,78.9,6.69,5.37,78.9,16360+63285N
16 27 56.226,63 38 13.01,0.014,98.72,104.97,0.139,1.44,1.27,79.4,5.59,5.55,79.4,16300+63285J
16 35 33.513,63 38 12.81,0.107,1.29,0.83,0.151,0,0,62.7,4.98,3.78,62.7,16360+63285N
12 26 22.405,63 38 12.74,0.152,1.19,1.1,0.148,4.2,0,136.4,6.84,3.93,136.4,12240+63285J
9 3 37.898,63 38 12.25,0.014,30.71,43.42,0.142,5.14,1.21,16.1,7.45,5.53,16.1,09060+63285M
12 7 11.825,63 38 11.83,0.014,17.29,34.33,0.223,8.11,2.48,179.7,9.74,5.94,179.7,12060+63285J
10 15 23.97,63 38 10.6,0.526,1,1.92,0.139,5.18,5.17,0.1,7.48,7.48,0.1,10180+63285J
10 9 15.425,63 38 10.41,0.346,1.46,2.06,0.142,6.47,0,31.9,8.43,4.87,31.9,10120+63285J
10 9 5.999,63 38 10.11,0.363,1.29,1.65,0.14,6.51,0,31.3,8.46,4.44,31.3,10120+63285J
9 10 17.684,63 38 10.01,0.014,2.79,2.76,0.147,1.91,0,65.8,5.73,5.04,65.8,09120+63285M
8 53 26.014,63 38 9.94,0.102,1.96,1.58,0.189,0,0,1.3,4.95,4.75,1.3,08540+63285M
7 24 49.879,63 38 9.5,0.014,2.78,2.53,0.149,0.27,0,99.5,5.41,4.9,99.5,07240+63285J
8 28 53.955,63 38 9.3,0.014,10.95,11.99,0.212,2.15,1.02,47.2,5.81,5.5,47.2,08300+63285R
13 58 8.735,63 38 9.15,0.014,5,5.73,0.142,2.91,0.64,101,6.14,5.44,101,14000+63285J
11 31 50.247,63 38 8.93,0.014,9.89,9.52,0.167,0.77,0,166.5,5.45,5.14,166.5,11300+63285R
13 57 17.384,63 38 8.73,0.014,1.54,1.53,0.138,2.8,0,176.2,6.08,4.75,176.2,14000+63285J
9 48 10.308,63 38 8.41,0.704,1.13,0.67,0.151,0,0,45.6,4.98,3.47,45.6,09480+63285J
15 57 10.17,63 38 8.17,0.014,4.83,5.2,0.136,2.12,0.32,38.4,5.8,5.41,38.4,16000+63285J
16 28 34.419,63 38 8.12,0.014,3.3,3.22,0.146,1.28,0,12.4,5.55,5.13,12.4,16300+63285J
14 18 8.194,63 38 8,0.014,2.55,2.39,0.147,2.58,0,28.7,5.99,4.57,28.7,14180+63285R
8 19 41.834,63 38 7.97,0.197,1.01,1.29,0.147,3.64,2.03,32.8,6.51,5.77,32.8,08180+63285R
10 9 25.352,63 38 5.27,0.788,1.06,0.72,0.143,1.39,0,12.7,5.58,3.59,12.7,10120+63285J
16 54 50.707,63 38 5.14,0.014,2.25,1.92,0.148,1.69,0,25.1,5.66,4.42,25.1,16540+63285J
12 53 11.58,63 38 3.96,0.014,1.33,1.24,0.149,2.67,0,173.9,6.02,4.5,173.9,12540+63285J
15 59 47.443,63 38 2.76,0.014,9.51,10.17,0.145,2.32,0,34.4,5.88,5.3,34.4,16000+63285J
11 14 33.372,63 38 2.73,0.014,6.61,6.09,0.137,0.39,0,18.2,5.41,4.96,18.2,11120+63285J
7 55 0.137,63 38 2.64,0.416,1.12,1.16,0.161,3.5,0,55.5,6.43,4.69,55.5,07540+63285M
9 10 27.802,63 38 1.9,0.401,1.04,0.83,0.149,0,0,7.1,5.28,4.39,7.1,09120+63285M
13 31 6.03,63 38 1.65,0.014,5.91,5.77,0.149,1.2,0,32.9,5.53,5.15,32.9,13300+63285N
12 8 33.499,63 38 0.25,0.039,1.55,1.23,0.138,0,0,112.7,5.1,4.55,112.7,12060+63285J
13 23 46.889,63 38 0.18,0.014,3.04,4.22,0.142,5.18,0.2,46.8,7.49,5.4,46.8,13240+63285N
7 13 3.359,63 38 0.03,0.014,2.28,4.95,0.149,6.32,5.39,147.7,8.31,7.63,147.7,07120+63285J
11 45 26.051,63 37 57.25,0.014,3.43,3.43,0.135,0.69,0,0.4,5.44,5.36,0.4,11480+63285J
9 33 6.274,63 37 56.76,0.447,2.7,1.21,0.291,0,0,29.4,3.77,3.46,29.4,09360+63285J
9 14 48.055,63 37 56.22,0.014,1.93,3.46,0.139,6.62,2.86,94.9,8.54,6.11,94.9,09120+63285M
8 46 38.147,63 37 55.77,0.432,1.14,1.6,0.147,6.09,0,100.6,8.14,5.06,100.6,08480+63285M
17 7 33.937,63 37 55.06,0.014,5.01,5.33,0.144,1.95,0.17,78.7,5.74,5.4,78.7,17060+63285J
12 43 44.336,63 37 55.04,0.42,1.09,0.95,0.144,3.27,0,12.6,6.31,4.02,12.6,12420+63285J
17 3 38.656,63 37 54.72,0.108,1.16,2.19,0.14,10.35,0,121.5,11.67,4.75,121.5,17060+63285J
17 8 10.502,63 37 54.59,0.014,1.23,2.81,0.139,6.93,5.31,15.2,8.78,7.57,15.2,17060+63285J
16 11 6.575,63 37 53.93,0.014,3.29,5.42,0.149,8.03,0,93.2,9.67,4.97,93.2,16120+63285J
9 54 25.574,63 37 53.44,0.014,3.03,3.14,0.148,1.59,0,35.3,5.63,5.38,35.3,09540+63285J
8 39 28.274,63 37 53.39,0.804,1.03,1.51,0.141,5.66,0.76,105.6,7.82,5.45,105.6,08420+63285M
12 47 8.73,63 37 53.19,0.014,1.79,1.53,0.149,2.32,0,14.1,5.88,4.26,14.1,12480+63285J
9 3 22.975,63 37 52.43,0.014,2.21,2.07,0.139,1.53,0,52.3,5.61,4.89,52.3,09060+63285M
14 3 5.419,63 37 50.34,0.014,4.88,5.12,0.141,2.04,0,14.3,5.77,5.29,14.3,14060+63285R
8 39 34.192,63 37 50.29,0.276,1.18,1.04,0.142,2.84,0,83.9,6.1,4.22,83.9,08420+63285M
8 37 39.068,63 37 49.75,0.861,1.03,1.31,0.148,7.08,0,157.4,8.9,4.19,157.4,08360+63285M
16 7 43.332,63 37 49.48,0.014,12.47,25.72,0.143,6.55,4.59,137,8.49,7.09,137,16060+63285J
17 25 12.465,63 37 49.16,0.014,3.91,7.72,0.146,6.03,4.63,141.6,8.09,7.11,141.6,17240+63285J
9 32 37.485,63 37 48.52,0.252,2.19,2.14,0.294,3.51,0,34.5,6.44,4.44,34.5,09300+63285J
10 21 54.087,63 37 48.45,0.016,1.33,0.85,0.141,0,0,90,4.36,4.28,90,10240+63285J
13 43 11.907,63 37 48.23,0.014,1.98,1.34,0.151,0,0,26.1,4.99,3.97,26.1,13420+63285J
12 22 33.629,63 37 47.83,0.025,1.39,1.38,0.151,2.76,0,45,6.06,4.74,45,12240+63285J
15 5 33.54,63 37 47.78,0.014,4.77,5.03,0.146,2.06,0,45.1,5.78,5.33,45.1,15060+63285J
10 47 18.527,63 37 47.56,0.014,2.15,2.03,0.146,1.5,0,178.2,5.61,4.9,178.2,10480+63285J
17 25 11.65,63 37 47.51,0.014,3.46,3.32,0.146,0.87,0,117.8,5.47,5.12,117.8,17240+63285J
15 24 9.591,63 37 46.95,0.791,1.05,7.23,0.15,15.25,11.22,110.9,16.18,12.45,110.9,15240+63285J
14 55 58.565,63 37 46.06,0.014,7.64,13.31,0.141,7.67,0.31,66.9,9.38,5.41,66.9,14540+63285R
13 16 17.68,63 37 45.77,0.014,1.2,1.54,0.143,4.94,0,152.2,7.32,5.12,152.2,13180+63285N
8 37 17.813,63 37 45.74,0.877,1.06,1.06,0.15,5.78,0,14.8,7.91,3.71,14.8,08360+63285M
8 6 29.453,63 37 45.57,0.736,1.04,1.66,0.155,5.71,2.45,4.3,7.86,5.93,4.3,08060+63285M
17 25 14.012,63 37 45.25,0.014,3.8,5.83,0.146,4.61,3.25,171.7,7.1,6.3,171.7,17240+63285J
15 48 32.391,63 37 45,0.014,2.87,2.38,0.149,0,0,33.6,5.15,4.7,33.6,15480+63285J
10 7 38.05,63 37 44.64,0.2,1.35,0.97,0.147,0,0,83.1,4.6,4.58,83.1,10060+63285J
17 7 37.632,63 37 42.05,0.014,1.91,3.31,0.143,6.43,2.66,128,8.4,6.02,128,17060+63285J
7 0 36.534,63 37 41.73,0.014,4.69,4.99,0.148,2.09,0,45,5.79,5.35,45,07000+63285J
16 13 5.712,63 37 41.29,0.014,2.8,2.65,0.148,2.71,0,167.1,6.04,4.58,167.1,16120+63285J
15 42 21.45,63 37 41.05,0.014,9.72,9.72,0.146,1.19,0,40.7,5.53,5.27,40.7,15420+63285J
7 25 37.761,63 37 40.48,0.014,1.85,1.7,0.145,1.92,0,167.8,5.73,4.69,167.8,07240+63285J
10 33 9.919,63 37 40.46,0.014,1.33,1.66,0.134,4.4,0,140.2,6.97,5.23,140.2,10360+63285J
15 23 47.576,63 37 40.16,0.014,26.07,56.74,0.149,6.32,5.39,149.1,8.32,7.63,149.1,15240+63285J
13 36 13.451,63 37 40.06,0.014,1.75,1.87,0.145,2.76,0,179.5,6.07,5.13,179.5,13360+63285J
8 31 14.448,63 37 39.84,0.014,4.06,4.23,0.206,1.86,0,175.7,5.71,5.31,175.7,08300+63285R
14 36 3.487,63 37 39.84,0.476,1.82,1.29,0.28,0,0,3.3,4.55,4.53,3.3,14360+63285J
16 7 45.043,63 37 39.45,0.014,6.93,18.79,0.143,7.18,6.94,20.9,8.98,8.8,20.9,16060+63285J
15 59 34.057,63 37 39.05,0.014,6.49,6.49,0.144,1.91,0,21.5,5.73,5.09,21.5,16000+63285J
12 30 42.858,63 37 38.44,0.014,5.04,5.76,0.152,3.21,0,148.7,6.28,5.3,148.7,12300+63285J
7 13 3.194,63 37 37.73,0.014,2.33,7.46,0.148,15.38,1.91,15,16.3,5.73,15,07120+63285J
11 28 26.873,63 37 37.73,0.014,25.65,30.5,0.163,3.13,1.3,128.7,6.24,5.56,128.7,11300+63285R
15 6 1.49,63 37 37.43,0.014,4.41,4.7,0.145,2.22,0,1,5.84,5.33,1,15060+63285J
14 33 11.835,63 37 37.31,0.699,1.06,0.79,0.152,0,0,89,4.76,4.54,89,14360+63285J
8 37 40.061,63 37 36.77,0.272,1.46,1.28,0.148,3.42,0,45.9,6.39,4,45.9,08360+63285M
14 36 42.169,63 37 35.76,0.812,1.72,1.47,0.276,1.5,0,171.9,5.61,4.45,171.9,14360+63285J
9 21 32.761,63 37 35.49,0.193,2.42,2.48,0.27,3.36,0,78.8,6.36,4.69,78.8,09240+63285J
10 0 52.731,63 37 35.19,0.014,13.43,27.54,0.149,6.84,4.23,117.7,8.72,6.86,117.7,10000+63285J
11 32 54.257,63 37 33.99,0.325,1.19,1.3,0.162,7.11,0,4.3,8.93,3.61,4.3,11300+63285R
9 40 47.852,63 37 33.84,0.252,1.08,2.46,0.152,7.16,5.02,1.7,8.96,7.37,1.7,09420+63285J
11 23 50.644,63 37 33.77,0.014,1.59,1.57,0.144,3.26,0,31.7,6.31,4.54,31.7,11240+63285J
9 21 34.906,63 37 33.6,0.193,2.46,2.38,0.27,2.81,0,112.3,6.09,4.64,112.3,09240+63285J
14 10 38.038,63 37 32.05,0.131,1.05,0.85,0.14,1.79,0,20,5.69,4.19,20,14120+63285R
9 1 33.758,63 37 31.78,0.027,1.68,8,0.158,14.14,7.38,6.9,15.13,9.15,6.9,09000+63285M
11 38 3.205,63 37 31.36,0.014,5.13,5.49,0.145,2.24,0,70.7,5.85,5.33,70.7,11360+63285R
12 27 28.788,63 37 31.19,0.721,1.09,0.84,0.147,0,0,91.2,4.96,4.53,91.2,12300+63285J
10 0 53.757,63 37 30.62,0.014,20.08,22.67,0.149,2.31,1.51,73.4,5.87,5.61,73.4,10000+63285J
16 9 34.637,63 37 30.6,0.125,1.15,1.61,0.138,7.72,0,36.2,9.42,4.35,36.2,16120+63285J
16 48 20.624,63 37 30.6,0.014,1.77,1.6,0.148,0.97,0,17.4,5.49,4.8,17.4,16480+63285N
14 3 5.744,63 37 30.47,0.014,4.16,5.26,0.142,4.15,0.37,148.9,6.81,5.41,148.9,14060+63285R
8 59 52.882,63 37 30.33,0.049,1.94,2.55,0.169,4.52,0.65,149.9,7.04,5.44,149.9,09000+63285M
14 52 46.662,63 37 30.03,0.014,1.68,1.57,0.148,2.06,0,160.1,5.78,4.71,160.1,14540+63285R
11 4 26.34,63 37 29.49,0.014,8.99,12.18,0.145,4.47,1.6,9.8,7.01,5.63,9.8,11060+63285J
10 9 24.801,63 37 28.73,0.134,1.44,1.29,0.144,0,0,0.3,5.16,5.09,0.3,10120+63285J
11 5 21.409,63 37 28.21,0.014,13.65,13.63,0.149,0.82,0,8.3,5.46,5.33,8.3,11060+63285J
9 33 6.638,63 37 27.45,0.014,50.63,65.5,0.291,3.53,2.25,179.7,6.45,5.85,179.7,09360+63285J
16 10 44.816,63 37 27.3,0.014,2.23,2.25,0.147,1.4,0,179.6,5.58,5.28,179.6,16120+63285J
15 6 0.542,63 37 26.83,0.02,1.08,1.03,0.145,3.14,0,1.6,6.25,4.49,1.6,15060+63285J
8 19 25.875,63 37 26.37,0.014,18.06,30.03,0.149,6.93,1.14,81.8,8.79,5.52,81.8,08180+63285R
12 16 10.924,63 37 25.9,0.014,3.47,3.67,0.155,2.02,0,0.6,5.77,5.36,0.6,12180+63285J
16 10 40.367,63 37 25.63,0.014,16.05,17.47,0.147,1.84,1.34,150.1,5.7,5.56,150.1,16120+63285J
8 57 24.239,63 37 25.36,0.014,1.42,1.64,0.143,3.1,0.04,117.8,6.23,5.4,117.8,09000+63285M
13 25 18.32,63 37 25.11,0.014,3.74,7.33,0.145,8.09,2.29,49,9.72,5.87,49,13240+63285N
17 24 36.482,63 37 24.92,0.014,4.73,6.06,0.147,3.26,2.45,137.7,6.31,5.93,137.7,17240+63285J
16 36 46.837,63 37 24.82,0.016,1.25,2.33,0.151,9.33,0,100.1,10.78,5.02,100.1,16360+63285N
11 37 31.601,63 37 24.67,0.072,1.39,1.34,0.154,2.41,0,36.5,5.91,4.76,36.5,11360+63285R
13 22 44.09,63 37 24.03,0.014,5.81,6.66,0.143,2.11,2.01,179.9,5.8,5.76,179.9,13240+63285N
9 18 15.927,63 37 23.93,0.014,4.7,6.18,0.172,4.83,0,64.9,7.24,5.29,64.9,09180+63285J
10 23 5.358,63 37 23.86,0.014,1.21,1.02,0.149,0,0,89.6,5.06,4.89,89.6,10240+63285J
17 23 41.172,63 37 23.1,0.014,3.66,3.36,0.145,0,0,171.1,5.32,5.04,171.1,17240+63285J
13 25 20.234,63 37 22.63,0.014,3.17,8.96,0.145,13.68,1.5,110.1,14.71,5.6,110.1,13240+63285N
8 56 15.699,63 37 22.06,0.014,13.15,13.61,0.145,1.74,0,27.5,5.67,5.32,27.5,08540+63285M
7 54 11.796,63 37 21.84,0.172,1.23,0.64,0.152,0,0,93,3.96,3.84,93,07540+63285M
12 37 53.596,63 37 21.38,0.014,1.52,1.27,0.142,0.66,0,115.2,5.44,4.48,115.2,12360+63285J
10 58 14.651,63 37 20.05,0.014,15.71,15.99,0.143,1.15,0,0,5.52,5.38,0,11000+63285J
12 21 3.749,63 37 20.05,0.014,136.99,141.83,0.142,1.14,0.88,154.2,5.52,5.47,154.2,12240+63285J
9 33 7.739,63 37 19.48,0.014,294.9,302.71,0.291,1.08,0.63,90.2,5.51,5.44,90.2,09360+63285J
16 19 29.971,63 37 19.29,0.014,2.68,2.59,0.143,2.19,0,10.6,5.83,4.83,10.6,16180+63285J
9 33 13.204,63 37 18.77,0.35,2.17,1.36,0.291,0,0,86.8,5.22,3.5,86.8,09360+63285J
15 9 39.486,63 37 18.45,0.014,40.85,42.57,0.139,1.47,0.58,33.7,5.6,5.43,33.7,15120+63285J
7 35 32.383,63 37 17.59,0.014,3.51,4.76,0.148,4.72,1.11,27.1,7.17,5.51,27.1,07360+63285J
17 41 22.555,63 37 17.39,0.014,66.2,70.62,0.147,1.8,0.83,77.3,5.69,5.46,77.3,17420+63285J
17 31 7.029,63 37 16.68,0.014,7.1,20.69,0.144,11.1,4.27,86.1,12.34,6.89,86.1,17300+63285J
9 10 19.117,63 37 16.63,0.014,2.52,2.88,0.149,2.55,1.38,67.5,5.97,5.57,67.5,09120+63285M
9 33 11.696,63 37 16.61,0.056,3.04,3.55,0.291,2.32,2.08,179.7,5.88,5.79,179.7,09360+63285J
9 33 9.015,63 37 16.16,0.014,23.27,33.29,0.291,5.85,0,6,7.96,5.24,6,09360+63285J
17 15 0.374,63 37 16.09,0.014,1.43,1.07,0.138,0,0,11.5,5.12,4.25,11.5,17180+63285J
15 3 23.765,63 37 16.04,0.014,1.89,1.51,0.138,0,0,72.5,5.07,4.59,72.5,15060+63285J
15 52 39.567,63 37 15.99,0.014,50.45,145.18,0.149,9.05,5.85,29.3,10.54,7.96,29.3,15540+63285J
14 22 0.137,63 37 15.5,0.014,1.46,1.06,0.141,0.8,0,10,5.46,3.9,10,14240+63285J
12 10 0.799,63 37 15.33,0.014,3.19,2.9,0.141,1.41,0,161.1,5.58,4.74,161.1,12120+63285J
14 33 38.781,63 37 15.08,0.014,1.92,1.71,0.173,2.4,0,164.6,5.91,4.39,164.6,14360+63285J
9 22 19.516,63 37 12.45,0.199,4.11,3.89,0.272,4.67,0,121.7,7.14,3.86,121.7,09240+63285J
9 21 43.541,63 37 12.38,0.599,1.65,1.56,0.271,2.35,0,94.5,5.89,4.68,94.5,09240+63285J
11 3 24.816,63 37 12.06,0.014,1.38,1.99,0.137,4.3,2.75,47,6.9,6.06,47,11060+63285J
9 33 17.244,63 37 12.03,0.862,1.8,3.72,0.297,10.64,0,132.7,11.93,5.06,132.6,09360+63285J
9 22 21.601,63 37 10.16,0.199,4.11,5.25,0.272,5.86,0,72.1,7.97,4.68,72.1,09240+63285J
17 32 56.584,63 37 9.6,0.014,3.81,5.03,0.135,4.35,1.25,112.9,6.93,5.54,112.9,17300+63285J
7 22 28.966,63 37 9.43,0.014,2.63,2.56,0.147,2.68,0,160.7,6.03,4.72,160.7,07240+63285J
14 6 25.168,63 37 8.66,0.014,12.43,21.97,0.148,6.24,3.13,83.2,8.25,6.24,83.2,14060+63285R
10 30 2.891,63 37 7.95,0.014,2.4,2.23,0.145,0,0,179.2,5.22,5.18,179.2,10300+63285J
15 36 29.199,63 37 7.88,0.014,3.19,3.6,0.147,2.92,0,99,6.14,5.37,99,15360+63285J
12 39 9.765,63 37 7.61,0.167,1.01,1.44,0.136,3.54,3.54,179.9,6.46,6.46,179.9,12420+63285J
7 46 46.717,63 37 7.53,0.014,11.93,14.22,0.146,3.51,0,51.7,6.44,5.39,51.7,07480+63285M
10 22 7.959,63 37 6.67,0.014,2.54,2.24,0.145,0,0,75.4,5.31,4.84,75.4,10240+63285J
9 6 57.742,63 37 6.15,0.014,3.13,3.6,0.15,3.06,0,106.9,6.21,5.39,106.9,09060+63285M
8 34 20.847,63 37 6.01,0.725,1.05,1.9,0.146,5.93,3.77,148.8,8.02,6.58,148.8,08360+63285M
15 39 15.946,63 37 5.61,0.045,1.07,1.02,0.138,3.49,0,177.2,6.43,4.32,177.2,15420+63285J
17 33 31.484,63 37 3.84,0.014,1.93,2.4,0.138,3.68,1.17,78,6.53,5.53,78,17360+63285J
11 8 14.005,63 37 3.65,0.014,18.84,24.47,0.142,4.03,1.57,28,6.74,5.62,28,11060+63285J
8 56 26.206,63 37 3.43,0.102,1.14,1.05,0.144,2.76,0,174.3,6.07,4.43,174.3,08540+63285M
17 11 44.086,63 37 2.61,0.421,1.06,0.64,0.143,0,0,112.9,4.8,3.63,112.9,17120+63285J
11 4 31.451,63 37 1.97,0.131,1.11,1.15,0.146,3.71,0,80.7,6.55,4.64,80.7,11060+63285J
10 27 42.693,63 37 0.99,0.104,1.11,1.74,0.141,9.57,0,150.7,10.98,4.17,150.7,10300+63285J
17 2 21.464,63 37 0.2,0.014,3.83,4.74,0.139,3.78,0.91,78.3,6.59,5.48,78.3,17000+63285J
15 40 3.724,63 36 59.69,0.014,4.94,5.61,0.142,2.82,0.62,19.1,6.09,5.44,19.1,15420+63285J
15 18 21.874,63 36 59.59,0.014,1.75,2.24,0.143,5.6,0,19.2,7.78,4.81,19.2,15180+63285J
9 57 0.322,63 36 59.29,0.014,1.49,2.54,0.137,6.03,2.94,42.6,8.09,6.15,42.6,10000+63285J
17 44 51.267,63 36 58.07,0.014,1.43,1.58,0.139,4.86,0,24.5,7.26,4.43,24.5,17420+63285J
10 42 29.698,63 36 58.04,0.014,6.87,38.31,0.153,22.35,4.57,30.7,22.99,7.07,30.7,10420+63285J
9 33 8.687,63 36 57.99,0.282,3.59,1.6,0.291,0,0,141.9,3.73,3.48,141.9,09360+63285J
15 7 27.36,63 36 57.97,0.014,3.94,5.74,0.146,5.13,1.85,44.6,7.45,5.71,44.6,15060+63285J
10 42 28.393,63 36 56.25,0.014,30.29,75.3,0.153,7.12,6.06,124.7,8.93,8.11,124.7,10420+63285J
12 6 6.891,63 36 56.15,0.014,43.39,50.82,0.222,2.84,1.47,68.4,6.1,5.6,68.4,12060+63285J
15 52 42.137,63 36 55.63,0.014,9.8,159.24,0.149,47.07,8.42,136.5,47.37,10,136.5,15540+63285J
10 54 5.846,63 36 55.53,0.014,1.66,1.9,0.143,3.27,0,23.8,6.31,5.27,23.8,10540+63285J
9 22 20.362,63 36 55.29,0.014,296.55,302.57,0.273,0.94,0.55,90,5.48,5.43,90,09240+63285J
15 8 3.922,63 36 54.3,0.183,1.03,0.98,0.142,3.14,0,11.7,6.25,4.39,11.7,15060+63285J
8 23 15.274,63 36 53,0.014,10.33,16.2,0.122,5.38,2.62,175.4,7.62,6,175.4,08240+63285R
15 24 15.263,63 36 52.39,0.014,2.15,1.89,0.147,2.07,0,22.7,5.78,4.44,22.7,15240+63285J
13 44 18.736,63 36 51.97,0.014,5.12,5.45,0.143,2.02,0,169.8,5.77,5.39,169.8,13420+63285J
10 58 24.083,63 36 51.72,0.014,8.29,16.37,0.145,6.85,3.81,39.8,8.72,6.61,39.8,11000+63285J
9 22 24.581,63 36 51.65,0.721,1.73,1.46,0.272,2.38,0,99.4,5.9,4.19,99.4,09240+63285J
9 23 9.32,63 36 51.16,0.193,1.96,2.1,0.258,3.1,0,122.4,6.23,5.01,122.4,09240+63285J
15 42 9.477,63 36 50.86,0.014,1.94,2.34,0.143,3.76,0,21,6.58,5.34,21,15420+63285J
9 33 40.734,63 36 50.3,0.666,1.83,2.1,0.293,2.89,0.78,86.4,6.13,5.46,86.4,09360+63285J
9 33 8.529,63 36 50.22,0.664,1.81,1.66,0.291,0,0,155.4,5.23,5.1,155.4,09300+63285J
7 54 23.831,63 36 49.68,0.556,1.06,0.82,0.152,0,0,169.2,5.26,4.28,169.2,07540+63285M
15 7 26.465,63 36 48.99,0.014,3.81,5.25,0.146,4.46,1.95,21.9,7.01,5.74,21.9,15060+63285J
13 17 46.58,63 36 48.82,0.014,1.32,0.91,0.142,0,0,111.5,4.89,4.12,111.5,13180+63285N
12 4 32.622,63 36 48.4,0.014,4.54,4.71,0.193,1.4,0.41,90.2,5.58,5.42,90.2,12060+63285J
12 59 30.636,63 36 48.01,0.014,1.7,1.68,0.146,2.13,0,165.6,5.8,4.95,165.6,13000+63285J
15 7 5.659,63 36 47.79,0.014,4.48,12.74,0.146,9.64,5.21,22.4,11.05,7.51,22.4,15060+63285J
14 22 15.222,63 36 47.59,0.014,2.56,2.56,0.145,1.22,0,1.3,5.54,5.27,1.3,14240+63285J
7 38 53.29,63 36 46.88,0.014,1.17,0.71,0.139,0,0,155,4.84,3.67,155,07360+63285J
12 8 18.411,63 36 46.46,0.812,1.01,1.49,0.141,5.33,1.77,45.2,7.59,5.68,45.2,12060+63285J
13 39 45.008,63 36 46.14,0.014,2.74,4.26,0.144,4.35,3.69,62.4,6.93,6.54,62.4,13420+63285J
16 19 27.601,63 36 45.8,0.014,1.72,2.74,0.143,5.24,3.01,5,7.53,6.18,5,16180+63285J
14 36 14.066,63 36 45.5,0.721,1.67,1.46,0.281,3.59,0,136.8,6.48,3.91,136.8,14360+63285J
15 20 28.598,63 36 45.3,0.014,4.19,3.97,0.143,0,0,20.2,5.36,5.14,20.2,15180+63285J
12 55 54.236,63 36 42.67,0.014,10.25,13.43,0.142,3.6,2.34,72.3,6.49,5.89,72.3,12540+63285J
15 53 29.262,63 36 42.28,0.726,1.08,3.08,0.148,7.91,6.82,2.2,9.58,8.7,2.2,15540+63285J
14 21 35.945,63 36 41.98,0.014,11.38,12.28,0.141,1.94,0.95,99.2,5.74,5.48,99.2,14240+63285J
9 32 51.229,63 36 39.87,0.342,2.09,1.56,0.291,0,0,80.6,4.92,4.43,80.6,09300+63285J
9 33 54.553,63 36 38.89,0.401,1.94,3.12,0.29,4.57,3.83,89.5,7.07,6.62,89.5,09360+63285J
11 50 30.757,63 36 38.35,0.014,2.47,10.73,0.139,13.91,6.55,117.9,14.92,8.49,117.9,11480+63285J
8 47 16.699,63 36 38.05,0.014,2.86,3.13,0.148,2.67,0,117.4,6.02,5.31,117.4,08480+63285M
14 36 45.828,63 36 38.05,0.014,855.43,877.84,0.277,1.07,0.62,13.2,5.5,5.44,13.2,14360+63285J
12 25 17.245,63 36 36.7,0.014,4.42,4.39,0.152,1.78,0,167.5,5.68,5.09,167.5,12240+63285J
